name,website,place_id,city,state,status,phones,emails,services,raw_services,service_areas,trust_signals,socials,has_photo_gallery,has_contact_form,title,meta_description
Connecticut Concrete Floors,http://concretefloorsct.com/,ChIJ_RLJM2QB6IkRm-BaqgRvmnQ,Bridgeport,CT,ok,(520) 256-5177; (475) 256-5177,,commercial; concrete_polish; concrete_repair; concrete_stain; polyaspartic; pool_deck; residential,"Basements Floors; Benefits That Make Epoxy Flooring Stand Out; Call Us Today for Your Epoxy Flooring Needs!; Commercial Concrete Floors; Commercial Epoxy Flooring – Tough Enough for Business; Concrete Repair in Bethel, CT; Connecticut Concrete Flooring Insights & Tips; Epoxy Flooring | Residential & Commercial Solutions; Garage Floors; Polished Concrete Floors In Connecticut; Residential Epoxy Flooring CT – Elevate Your Home; Residential Polished Concrete Floors in Connecticut; Stained Concrete Floors Installation; Why Trust Connecticut Concrete Floors?; Your Local Concrete Flooring Experts in Connecticut","Bethel, CT; Concrete Repair in Bethel, CT; Repair Services in Bethel, CT; Your Concrete Repair in Bethel, CT","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 25}",{},False,False,Polished Concrete & Epoxy Floors CT | CT Concrete Floors,Connecticut Concrete Floors installs polished concrete & epoxy floors for commercial & residential spaces statewide. Call (475) 256‑5177 for a Free quote.
"Jason Robert's, Inc.",http://www.jriconcrete.com/,ChIJmwrlwdF16IkRkjOU5n4wEmw,Bridgeport,CT,ok,(203) 876-1152; (860) 790-1065,sales@jriconcrete.com,commercial; concrete_polish; concrete_repair; polyaspartic; pool_deck,Commercial Concrete; Commercial ConcreteConcrete Repair & Maintenance; Concrete Repair & Maintenance; Epoxy Flooring; Jason Roberts Inc: Connecticut’s Concrete Specialists; New Concrete; Polished Concrete; Precast Concrete; Residential Concrete; Stamped Concrete; sales@jriconcrete.com,"Avon, CT; Branford, CT; Clinton, CT; Darien, CT; Essex, CT; Glastonbury, CT; Madison, CT; Mystic, CT; Old Saybrook, CT; Process Service Areas Fairfield, CT; Southern RI Fairfield, CT; Westerly, RI","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 30}","{""facebook"": ""https://www.facebook.com/jriconcrete/"", ""instagram"": ""https://www.instagram.com/jason_roberts_inc/?hl=en""}",True,False,JRI – Jason Roberts Inc.,CONNECTICUT’S PREMIERE CONCRETE RESTORATION AND NEW INSTALLATION CONTRACTOR Offering exterior & interior solutions for your concrete surfaces. Residential | Commercial | Industrial (203) 876-1152 Over 30 Years of Experience Creative and Functional Designs Certified Expert Installers Personalized Cli
Concrete Encounter,http://www.concreteencounter.com/,ChIJzfvgLfkP6IkRqfPhSc9hV0o,Bridgeport,CT,ok,(203) 659-4765,,countertops,,,"{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 20}","{""facebook"": ""https://www.facebook.com/concreteencounter"", ""instagram"": ""https://www.instagram.com/concreteencounter/""}",True,True,Quality Concrete Countertops,Looking for durable and stylish concrete countertops? Check out our wide selection of high-quality concrete countertops at affordable prices. Contact us today!
PGS Concrete Designs LLC,https://pgsconcrete.com/,ChIJ12nN75mS5okRqjgvfpB22hQ,Bridgeport,CT,ok,(860) 870-7200; (860) 926-9050,info@pgsconcrete.com; adriennesdesign@gmail.com,concrete_stain; pool_deck,,"Coventry, CT; East Hartford, CT; Enfield, CT; Glastonbury, CT; Manchester, CT; Middlefield, CT; Milford, CT; Other Services Broad Brook, CT; Rocky Hill, CT; South Windsor, CT; Stafford Springs, CT; Suffield, CT; Wethersfield, CT","{""licensed"": true, ""insured"": true, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 30}","{""instagram"": ""https://www.instagram.com/pgsconcretedesigns/"", ""facebook"": ""https://www.facebook.com/pgsconcrete/"", ""linkedin"": ""https://www.linkedin.com/company/5292966""}",True,True,"PGS Concrete Design, LLC",
O&G Bridgeport Concrete Plant,http://ogind.com/,ChIJLSWaQ5IP6IkRwxGTh_71wWE,Bridgeport,CT,ok,(203) 748-5694; (860) 485-6605; (203) 263-2195; (860) 489-9261; (401) 452-0888; (860) 387-9985; (860) 618-5863; (860) 496-4889; (203) 666-2320; (860) 496-4880,contactus@ogind.com; christinaoneglia@ogind.com; timothybarberet@ogind.com; ar@ogind.com; accountspayable@ogind.com; bobrizzo@ogind.com; bradoneglia@ogind.com; nickmacaluso@ogind.com; tysonburk@ogind.com; tysonburk@ogind.co,,1933O&G begins making ready-mix concrete.; Concrete Calculator,"Building Group Offices, RI; Energy Center in Dover Plains, NY; Generating Station in Braintree, MA; Providence, RI; Trumbull, CT; Wall Street Torrington, CT","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": true, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 0}","{""facebook"": ""https://www.facebook.com/ogindustries"", ""linkedin"": ""https://www.linkedin.com/company/o&g-industries-inc-"", ""instagram"": ""https://instagram.com/ogindustriesct""}",True,True,Home - O&G Industries,
Decorative Concrete Solutions LLC,https://deco-concrete.com/,ChIJKQfEmlzV5YkR89i0eIkuHc4,Bridgeport,CT,ok,(860) 230-2223,info@deco-concrete.com,concrete_polish; epoxy_flake; polyaspartic; polyurea; pool_deck; residential,,"Plainfield, CT","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/profile.php?id=61568344964027""}",True,True,Home - Decorative Concrete Solutions,"All things custom, high quality concrete solutions including floor coatings, polishing, stamping, & more to not only enhance aesthetics, but last the test of time."
North Eastern Decorative Concrete,http://www.northeasterndecorativeconcrete.com/,ChIJv7wjEA3g54kR6MS6U7I7B70,Bridgeport,CT,ok,(203) 513-0157,nedecorative@yahoo.com,concrete_stain; pool_deck,,,"{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}",{},True,True,Ct Stamped and decorative concrete contractor,"Connecticuts decorative concrete contractor for stamped  driveways, pool decks , walkways and patios"
Decorative Concrete of Connecticut,http://dcofct.com/,ChIJC2yN5gXB54kRFVpM0tDK9Sw,Bridgeport,CT,ok,(203) 598-5369,dcofct@gmail.com,pool_deck,Concrete Foundations; Concrete FoundationsMasonry Restoration; Decorative Concrete; Stamped Concrete Patios,"Curtiss St. Southington, CT","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/DcofCtLLC/"", ""instagram"": ""https://www.instagram.com/dcofct/""}",True,True,Decorative Concrete of Connecticut | Stamped Concrete Contractor Fairfield CT | Concrete Pool Patios Waterbury CT,"Decorative Concrete of Connecticut is your Stamped Concrete Contractor serving Fairfield and all of CT. For Concrete Pool Surrounds, Walkways and Patios Call DC of CT based out of Waterbury CT."
G&L Sealcoating and masonry,,ChIJ__9LTvDY54kRXVy0haTMTSU,Bridgeport,CT,no_website,,,,,,{},{},False,False,,
Concrete Rock Surfaces LLC,http://concreterock.com/,ChIJPf6mA9P_54kRaDVUgez6x0g,Bridgeport,CT,ok,(203) 743-3693,tom@concreterock.com,concrete_stain,"Concrete Rock Surfaces, LLC",,"{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 20}",{},False,True,"Concrete Rock Surfaces, LLC - Concrete Form Liners, Concrete Staining",concrete form liners
Concrete Floors Co LLC,http://concretefloorscompany.com/,ChIJG8Vlm8zV5YkRWMnwvNokbq8,Bridgeport,CT,ok,(860) 203-2223; (860) 230-2223,concretefloors@sbcglobal.net,concrete_polish; concrete_stain,Floors; Stained Concrete; Stamped Concrete,"Plainfield, CT; West Pkwy Plainfield, CT","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/profile.php?id=61557103725886&mibextid=LQQJ4d""}",False,True,Home - Concrete Floors Company,"At Concrete Floors Company, LLC, we take pride in providing top-notch concrete construction and demolition services. With a commitment to excellence and state-of-the-art equipment and technology, we aim to deliver complete satisfaction to our valued clients at competitive prices."
"Preference Construction, Roofing and Home Improvement",https://preferenceconstruction.com/,ChIJu96ONE_Z54kRdZZs_my9bgA,Bridgeport,CT,ok,(320) 685-3725; (320) 450-5244; (203) 685-3725; (203) 450-5244,preferenceconstruction@gmail.com,countertops,Concrete Paving Services; Hardwood Floors,"CT Paving Services in Greenwich, CT; CT Paving Services in Milford, CT; CT Paving Services in New Haven, CT; CT Paving Services in Orange, CT; CT Paving Services in Westport, CT; Fairfield County, CT; New Haven, CT; Paving Services in New Haven, CT; Paving Services in West Haven, CT; Paving Services in Woodbridge, CT; Services in Fairfield County, CT; Woodbridge, CT","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 20}","{""facebook"": ""https://www.facebook.com/Preference-Construction-LLC-427565000744240/"", ""youtube"": ""https://www.youtube.com/embed/VmKeyMKgR_s?feature=oembed?playlist=VmKeyMKgR_s&mute=1&autoplay=0&loop=no&controls=0&start=0&end=""}",False,True,Home - Preference Construction,Expert roofing & home improvement in Fairfield & New Haven County. GAF-certified. Free estimates – call Preference Construction today!
PRO-SEALERS Driveway Sealing,http://www.pro-sealers.net/?utm_campaign=gmb,ChIJfZ8MhV8O6IkROf1vq9xi4ZU,Bridgeport,CT,ok,(203) 449-2424; (203) 693-9512,prosealers@live.com,,Concrete,,"{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 3}",{},True,False,Driveway Sealing Fairfield | Pro-Sealers | Seal-Coating Fairfield County CT,
CRW Coatings,https://www.crwconstructioncoatings.com/,ChIJmQLwLU1z3IARxeXAfcjf2eA,Oceanside,CA,ok,(760) 893-0442,crwcoatings@gmail.com,commercial; concrete_repair; polyaspartic; residential,Epoxy Flooring,,"{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 10}","{""instagram"": ""https://www.instagram.com/crwcoatings/""}",True,False,CRW Construction & Coatings | Build Your Future Today,"CRW Construction & Coatings offers expert construction and coating services in Southern California, focusing on quality, durability, and client satisfaction for every project."
decorative concrete unlimited,http://www.dcuvista.com/,ChIJD7GCs-t33IARNN5IY8Bmvn0,Oceanside,CA,ok,(760) 659-6775,orders@dcuvista.com,concrete_polish,Accesories For Coatings; Acid Concrete; Coatings; CoatingsColorCoatingsSealerTools; Decorative Concrete; Stamped Concrete,"Oceanside, CA","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/dcuvista""}",True,True,"DCU – Decorative Concrete Unlimited, inc.",
Coastal Concrete,,ChIJ27G1nm1_3IARAfWH2Wu7Tjs,Oceanside,CA,no_website,,,,,,{},{},False,False,,
Decorative Cement Pros Oceanside,http://concretecontractoroceanside.com/,ChIJzbXkoZxv3IAROn9Z1CEpKew,Oceanside,CA,ok,(760) 856-8584,info@concretecontractoroceanside.com,concrete_repair; concrete_stain; pool_deck,Colored Concrete; Concrete; Concrete Demolition; Decorative Concrete; Oceanside Concrete Company; Oceanside Concrete Contractors; Stamped Concrete; Traditional Gray Concrete; info@concretecontractoroceanside.com,"N Coast Hwy Oceanside, CA; N Coast Hwy. Oceanside, CA","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}",{},False,True,"▷🥇𝗖𝗢𝗡𝗖𝗥𝗘𝗧𝗘 𝗖𝗢𝗡𝗧𝗥𝗔𝗖𝗧𝗢𝗥 Oceanside, Stamped Concrete Oceanside","Oceanside concrete contractor does stamped decorative cement for your driveway, patio, sidewalk, retaining wall, demolition and residential hardscape services."
Oceanview Concrete,http://oceanviewconcrete.com/,ChIJRzQGhJFx3IARcqYIeAFX6XE,Oceanside,CA,ok,(760) 473-7717,,concrete_repair; pool_deck,"CONCRETE SERVICES; Color Concrete and Decorative Concrete; Concrete Breaking and Removal; Concrete Driveway, Concrete Patio,; Concrete Foundation and Concrete Room Addition; Concrete Paver; Concrete Services Oceanside CA; Concrete Sidewalk and Concrete Pool Decks; Concrete the Clear Choice; Diamond Cut (Decorative Concrete Pattern); Dirt and Concrete Removal; Floors; OCEANVIEW CONCRETE; Oceanview Concrete; Stamp Concrete; Stamped and Stain Concrete Oceanside CA","OCEANVIEW CONCRETE Oceanside, CA; Oceanside, CA; Orange, LA; Woodhaven Drive Oceanside, CA","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": true, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/OceanviewConcrete""}",True,True,OCEANVIEW CONCRETE – New Standard for Custom Design Driveways & Patios,"FULL SERVICE CONCRETE CONTRACTOR San Diego County , Orange County, Riverside & San Bernardino Counties Some of our specialties include: Driveways, Regular a"
Stamped Concrete,,ChIJFZ0kni1w3IARgWm5dR8jqqo,Oceanside,CA,no_website,,,,,,{},{},False,False,,
Coastal Concrete Coat & Color,,ChIJ-Q0RHHhx3IARAsYQ-mn69JE,Oceanside,CA,no_website,,,,,,{},{},False,False,,
Concrete Remodelers,http://www.concreteremodelers.com/,ChIJn8bzxeVx3IARE2bHb0ZPBtM,Oceanside,CA,unreachable,,,,,,{},{},False,False,,
Rogue Concrete,http://rogueconcrete.com/,ChIJq3h1__x33IARBlZ0HXjIYHM,Oceanside,CA,ok,(760) 822-8029,rogueconcrete75@gmail.com,countertops; pool_deck,,,"{""licensed"": true, ""insured"": true, ""warranty"": false, ""family_owned"": true, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/recover/initiate?lwv=110&ars=royal_blue_bar""}",False,True,"Rogue Concrete Experienced in High End Concrete | If you can dream it, we can concrete it!","Rogue concrete is a family owned and operated, multi-generation concrete business. We specialize in high quality concrete including: decorative stamp, sand finishes, color, borders, structural, pour-in-place walls, fireplaces, barbecues, counter tops, exposed aggregate, and all types of custom resid"
BES Concrete Contracting Solutions,https://powayconcrete.com/?utm_source=googlebusinessprofile&utm_medium=organic&utm_campaign=Google+Business+Profile,ChIJE6fyUGn724ARTYYiILVBJek,Oceanside,CA,ok,(858) 391-4660,,concrete_polish; concrete_repair; concrete_stain; pool_deck; residential,All Concrete Services; Concrete Curbing; Concrete Cutting; Concrete Driveway; Concrete Finishing; Concrete Guides & Resources; Concrete Patio; Concrete Paving; Concrete Polishing; Concrete Removal; Concrete Repair; Concrete Resurfacing; Concrete Retaining Wall; Concrete Services Across San Diego County; Concrete Sidewalk; Concrete Slab; Concrete Stairs; Concrete Steps; Decorative Concrete; Stained Concrete; Stamped Concrete,"Alpine, CA; Carlsbad, CA; Chula Vista, CA; Coronado, CA; Del Mar, CA; El Cajon, CA; Encinitas, CA; Escondido, CA; Imperial Beach, CA; La Jolla, CA; La Mesa, CA; Lemon Grove, CA; National City, CA; Oceanside, CA; Poway, CA; San Marcos, CA; Santee, CA; Solana Beach, CA; Solona Beach, CA; Spring Valley, CA; Vista, CA","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 10}","{""facebook"": ""https://www.facebook.com/powayconcrete"", ""instagram"": ""https://www.instagram.com/powayconcrete/"", ""linkedin"": ""https://www.linkedin.com/company/bes-concrete-contracting-solutions/"", ""tiktok"": ""https://www.tiktok.com/@powayconcrete"", ""youtube"": ""https://www.youtube.com/channel/UC-AytlfLVwDpEYDble_Kyhg""}",False,False,BES Concrete | San Diego County Concrete Contractor,"BES Concrete serves all of San Diego County from our Poway home base. Driveways, patios, stamped concrete, retaining walls, and repairs. Call (858) 391-4660 for a free written quote."
West Coast Deck,http://www.westcoastdeck.com/,ChIJgyOj5gVz3IAR0L61M2iaL8U,Oceanside,CA,ok,(760) 707-8732; (858) 295-0707; (949) 287-8707,hello@westcoastdeck.com,,,"Coating in San Diego, CA; Deck Builder in San Diego, CA; Deck Construction in San Diego, CA; Deck Leak Repair in San Diego, CA; Hardwood Deck Builder San Diego, CA; Oceanside, CA; PVC Deck Builder in San Diego, CA; Pergola Builder San Diego, CA; Pergola Builder in San Diego, CA; Removal in San Diego, CA; Repair Services in San Diego, CA; Repair in San Diego, CA; Resurfacing in San Diego, CA; San Diego, CA; Trex Deck Building in San Diego, CA","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/westcoastdecksandiego/"", ""instagram"": ""https://www.instagram.com/west.coast.deck/""}",False,False,Deck Builder San Diego | West Coast Deck,"San Diego's top-rated deck builder with 156+ five-star reviews. Custom deck construction, repair, waterproofing, and SB326 inspections. Complimentary estimates."
Doherty Concrete,,ChIJn289Esdx3IARIYCykoOfbH0,Oceanside,CA,no_website,,,,,,{},{},False,False,,
Rc Concrete Construction Inc,http://rcconcretesd.com/,ChIJf_g1XWZv3IARueYWTKkIKlY,Oceanside,CA,ok,(760) 224-8969,info@rconcreteinc.com,concrete_repair,Rc Concrete Construction Inc; info@rconcreteinc.com,"Contact Contact Oceanside, CA; Flatworks Contact Oceanside, CA","{""licensed"": true, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}",{},False,True,Rc Concrete Construction Inc is a licensed residential Concrete Cont...,Rc Concrete Construction Inc - Quality work ● Reliable services ​● Free estimates ​Serving homeowner across San Diego County. Call or text today for...
"Pacific Concrete Cleaning, Staining, and Sealing",https://www.pacificconcretesealing.com/,ChIJ2XusA2Xv3IARytjAwp-bAJ8,Oceanside,CA,ok,(949) 235-1338,pcservices85@gmail.com,concrete_repair; concrete_stain,"CONCRETE STAININGPressure Washing, Staining, and Sealing.; Call For a FREE and Affordable Concrete Staining Quote:; Call For a Free Concrete Staining and Sealing Quote, Today!; Concrete Paint Stripping; Concrete Restoration; Concrete Sealing; Concrete Staining; Get a FREE Concrete Staining Quote; Pacific Concrete Staining & Restoration Testimonials; We’ve Been Staining Concrete for 40 Years!; – SERVICES –Pacific Concrete Restoration Work",,"{""licensed"": true, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 40}",{},False,True,Get a FREE Concrete Staining Estimate. Call: (949) 235-1338 - Concrete Staining,"We have completed over 10,000+ concrete restoration jobs the last 40-years in San Clemente, Dana Point, San juan Capistrano, Talega, Ladera Ranch, Mission"
American Floor Coatings,https://americanfloorcoatingsco.com/,ChIJhceUyNifmoARcs8--SeL5dU,Stockton,CA,unreachable,,,,,,{},{},False,False,,
Stockton Surface Co.,http://stocktonsurfaceco.com/,ChIJyyudBMwTkIARzlMVmpVYlno,Stockton,CA,ok,(415) 723-1722,stocktonsurfaceco@gmail.com,commercial; concrete_polish; concrete_repair; epoxy_flake; polyaspartic; residential,Automotive Shop Flooring Guide; Best Flooring for Warehouses; Coated Floor Maintenance; Coating Lifespan; Coating Removal Methods; Commercial Coating Comparison; Commercial Flooring Comparison; Commercial Office Flooring Guide; Common Concrete Polishing Problems; Concrete Polishing; Concrete Preparation Standards; Concrete Repair & Joint Fill; Concrete Surface Preparation; Concrete Surface Profiles (CSP) Explained; Epoxy & Coatings; Epoxy Floor Guide; Epoxy vs Polyaspartic vs Urethane; Floor Care and Maintenance; Flooring Budget Planning; Flooring Systems; How Long Does Polished Concrete Last?; How Long Flooring Projects Take; How to Choose a Concrete Flooring System; How to Evaluate Your Concrete; Manufacturing Facility Flooring Guide; Polished Concrete Maintenance; Polished Concrete Maintenance Guide; Polished Concrete vs Grind & Seal; Polyaspartic Floor Guide; Preparing a Garage for Coating; Preparing for Concrete Polishing; Preparing for Garage Floor Coating; Questions to Ask Before Hiring a Flooring Contractor; Refresh & Floor Maintenance; Retail Store Flooring Guide; Signs a Floor Needs Repair; Warehouse Flooring Guide; What Happens During a Flooring Project; What is Concrete Polishing?; Why Coatings Fail,,"{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}",{},False,True,Stockton Surface Co. - Get Concrete Preparation & Coatings Installed,"Stockton Surface Co. is all about transforming concrete floors. We offer surface preparation consults for removal, repair, finishing, and coating installation. Get professional service for concrete grinding, concrete polishing, and epoxy and polyaspartic overlays installed today. Quality floors, com"
Valley Epoxy & Coating,,ChIJ2YdGpiU9kIARXcLnybaT_Rk,Stockton,CA,no_website,,,,,,{},{},False,False,,
Stockton Concrete Contractors,https://www.stocktonconcretepros.com/,ChIJKxxEhCQNkIAR2WyOa2apIIw,Stockton,CA,ok,(209) 314-8965,,concrete_repair; concrete_stain; residential,"Concrete Flatwork; Concrete Foundations; Concrete Installation; Concrete Patios; Concrete Repair; Concrete Retaining Walls; Concrete Sidewalks; Concrete Sidewalks in Stockton, CA; Concrete Staining; Decorative Concrete; How We Build Your Concrete Sidewalk in Stockton; Pour & Finish Concrete; Stamped Concrete; Your Neighbors' Go-To for Concrete Sidewalks in Stockton","Back to Home Serving Stockton, CA; Concrete Contractor in Stockton, CA; Concrete Flatwork in Stockton, CA; Concrete Sidewalks in Stockton, CA; Contractor Services in Stockton, CA; Foundations in Stockton, CA; Installation in Stockton, CA; Lathrop, CA; Lodi, CA; Manteca, CA; Modesto, CA; Service Areas Stockton, CA; Services inn Stockton, CA; Stockton, CA; Tracy, CA","{""licensed"": true, ""insured"": true, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 5}","{""facebook"": ""https://www.facebook.com/StocktonConcreteContractors/"", ""linkedin"": ""https://www.linkedin.com/company/stockton-concrete-contractors/""}",False,False,"Stockton Concrete Contractors | Concrete Contractor in Stockton, CA","Stockton Concrete Contractors provides professional concrete contractor services in Stockton, CA. Call 209-314-8965 for a free estimate."
Tara Coatings Inc,,ChIJlZae1PUNkIARxibYhN2_aWc,Stockton,CA,no_website,,,,,,{},{},False,False,,
Jenco Companies,http://www.jencocompanies.com/,ChIJV4mpukBzkIARtpUw2QC-vpU,Stockton,CA,ok,(209) 931-8129,brian@jencocompanies.com,concrete_polish; concrete_stain; residential,Concrete Overlays; Diamond Concrete Polishing; Epoxy Flooring; Epoxy FlooringGrind & SealPolished ConcreteStained Concrete; Garage Flooring; Grind & SealPolished ConcreteStained Concrete; Polished Concrete; Polished ConcreteStained Concrete; Stained Concrete,"Coating Experts in Stockton, CA; Located in Modesto and Stockton, CA; Stockton, CA","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 55}","{""facebook"": ""https://www.facebook.com/dbaJencoCompanies?ref=hl"", ""instagram"": ""https://www.instagram.com/jenco_companies/""}",True,False,Concrete Flooring Services in Stockton CA - Jenco Companies,"Jenco Companies provides concrete flooring services including painting, decorating serving Modesto and Stockton CA. Call us now!"
Greater Valley Concrete,https://www.greatervalleyconcrete.com/,ChIJpXY6pb4rwkYRxVr2fmnRpyQ,Stockton,CA,ok,(209) 420-9065,greatervalley1@gmail.com,,Concrete; Greater Valley Concrete,"Concrete Contractor in Lodi, CA; Elk Grove, CA; Experts Serving Lodi, CA; Lodi, CA; Roseville, CA; Sacramento, CA","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 20}","{""facebook"": ""https://www.facebook.com/profile.php?id=61579755943265&mibextid=wwXIfr"", ""instagram"": ""https://www.instagram.com/greater_valley_concrete"", ""linkedin"": ""https://www.linkedin.com/in/saul-vera-4b9776348?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app"", ""youtube"": ""https://youtube.com/@greatervalleyconcrete?si=nPABvo6Yk6fXF75c"", ""tiktok"": ""https://www.tiktok.com/@greater_valley_concrete?_t=ZP-90ZvTRy5Ruh&_r=1""}",False,True,"Concrete Contractor in Lodi, CA | Driveways, Patios & Landscaping","Need a concrete contractor in Lodi, CA? Greater Valley Concrete builds driveways, patios, walkways, stamped concrete, pavers, turf, landscaping, and outdoor living spaces."
Lancaster Painting,https://www.lancasterpainting.com/,ChIJYcY3gEsGkYARyn_TvDoplFA,Stockton,CA,ok,(209) 634-1111; (209) 370-0888,,concrete_repair; polyaspartic; polyurea; pool_deck; residential,Commercial Floor Coatings; Concrete Coating Price Guide; Concrete Coatings; Garage Floors; Patio Floor Coatings; Walkway Coatings,,"{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": true, ""years_in_business"": 15}","{""facebook"": ""https://www.facebook.com/LancasterPainting"", ""linkedin"": ""https://www.linkedin.com/company/lancaster-painting"", ""youtube"": ""https://www.youtube.com/c/Lancasterpainting"", ""instagram"": ""https://www.instagram.com/lancasterpainting/""}",True,False,Central Valley California Painting & Concrete Coatings | Lancaster Painting,"For remodelers in Turlock, Lancaster Painting is the remodeler you want to handle your project! Get a free quote today!"
Drago inc.,http://dragoincconstruction.com/,ChIJ5bmfWpdamU4ReZnhymMiLcQ,Stockton,CA,ok,(209) 871-8110,,concrete_repair; pool_deck,Concrete Installation; Concrete Installation in Lodi CA; Concrete patios and seating areas; Full-service landscaping and concrete solutions; How long does a typical concrete project take?; Landscaping and Concrete Built Around the Way You Live; Landscaping and Concrete Solutions Built to Last; Lodi Landscaping & Concrete Services; Stamped & Decorative Concrete,"CONCRETE CONTRACTOR IN STOCKTON, CA; Concrete Contractor in Stockton, CA; Concrete Services in Stockton, CA; Contractor in Stockton, CA; Our retaining walls in Stockton, CA; Services in Stockton, CA; Stockton, CA","{""licensed"": true, ""insured"": true, ""warranty"": false, ""family_owned"": true, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""instagram"": ""https://instagram.com/dragoincofficial?igsh=NTc4MTIwNjQ2YQ=="", ""facebook"": ""https://www.facebook.com/profile.php?id=61572271624673""}",False,False,Concrete Contractor Stockton CA | Drago Inc.,"Licensed concrete & landscaping contractor in Stockton, CA. Driveways, patios, stamped concrete, retaining walls & more. Veteran-owned. Free estimates."
Custom Concrete Systems.,,ChIJVVVVVZ4SkIARRl6Rb7eYae0,Stockton,CA,no_website,,,,,,{},{},False,False,,
Pride Concrete Finishing Services LLC,,ChIJ73q67W4TkIAR1WGdGDrHe68,Stockton,CA,no_website,,,,,,{},{},False,False,,
